subid, subage, counter, trialtype, chosetarget, choselure, targetname, chosenname, colorasked, searchtype, choseunique, targetshape, targetcolor, targetword, distractorshape1, distractorshape2, distractorcolor1, distractorcolor2, distractorcolor3, date, timestamp, rtsearch, targetpos, lurepos, obj1shape, obj1color, obj2shape, obj2color, obj3shape, obj3color, obj4shape, obj4color 
subid, subage, counter, trialtype, chosetarget, choselure, targetname, chosenname, colorasked, searchtype, choseunique, targetshape, targetcolor, targetword, distractorshape1, distractorshape2, distractorcolor1, distractorcolor2, distractorcolor3, date, timestamp, rtsearch, targetpos, lurepos 
X,NaN,5,4,true,false,13purple.jpg,13purple.jpg,true,uniquetarget,true,13,purple,koba,9,None,green,red,blue,7/22/2018,10:33,7345,2,0,9,green,13,purple,9,blue,9,red
X,NaN,6,5,false,true,undefinedblue.jpg,stim-images/objectundefinedblue.jpg,false,colorfoil,false,undefined,blue,wug,undefined,None,green,purple,None,7/22/2018,10:33,7180,3,4,undefined,purple,undefined,green,undefined,blue,undefined,blue
X,NaN,1,4,true,false,3blue.jpg,3blue.jpg,true,uniquetarget,true,3,blue,toma,11,None,green,purple,red,7/22/2018,10:35,4588,2,0,11,green,3,blue,11,purple,11,red
X,NaN,2,6,true,false,12purple.jpg,12purple.jpg,true,colorfoil,true,12,purple,gade,5,None,red,blue,None,7/22/2018,10:35,3148,3,1,5,purple,5,red,12,purple,5,blue
X,NaN,3,2,false,false,14green.jpg,stim-images/object14purple.jpg,true,sedivy,false,14,green,koba,6,10,purple,blue,None,7/22/2018,10:35,4180,2,3,10,blue,14,green,6,green,14,purple
X,NaN,1,6,true,false,5blue.jpg,5blue.jpg,true,colorfoil,true,5,blue,gade,1,None,red,green,None,7/22/2018,10:36,4114,2,4,1,green,5,blue,1,red,1,blue
X,NaN,2,4,true,false,7blue.jpg,7blue.jpg,true,uniquetarget,true,7,blue,toma,6,None,green,red,purple,7/22/2018,10:36,3761,3,0,6,green,6,purple,7,blue,6,red
X,NaN,3,2,true,false,12red.jpg,12red.jpg,true,sedivy,false,12,red,sprock,2,14,purple,green,None,7/22/2018,10:36,4307,3,1,2,red,14,green,12,red,12,purple
X,NaN,4,3,true,false,3red.jpg,3red.jpg,false,uniquetarget,true,3,red,blicket,10,None,purple,green,blue,7/22/2018,10:36,4804,3,0,10,green,10,blue,3,red,10,purple
X,NaN,5,1,false,true,8purple.jpg,stim-images/object4purple.jpg,false,sedivy,true,8,purple,wug,4,9,green,red,None,7/22/2018,10:36,2945,4,3,8,green,9,red,4,purple,8,purple
X,NaN,6,5,true,false,11purple.jpg,11purple.jpg,false,colorfoil,true,11,purple,dax,13,None,green,blue,None,7/22/2018,10:36,3162,2,4,13,blue,11,purple,13,green,13,purple
X ,NaN,1,3,true,false,12purple.jpg,12purple.jpg,false,uniquetarget,true,12,purple,koba,1,None,blue,red,green,7/22/2018,10:39,3129,1,0,12,purple,1,red,1,blue,1,green
X ,NaN,2,6,true,false,4blue.jpg,4blue.jpg,true,colorfoil,true,4,blue,wug,14,None,red,purple,None,7/22/2018,10:39,4027,1,3,4,blue,14,red,14,blue,14,purple
X ,NaN,4,4,true,false,5green.jpg,5green.jpg,true,uniquetarget,true,5,green,dax,undefined,None,blue,red,purple,7/22/2018,10:39,4170,1,0,5,green,undefined,purple,undefined,blue,undefined,red
X ,NaN,5,2,false,false,undefinedblue.jpg,stim-images/objectundefinedred.jpg,true,sedivy,true,undefined,blue,undefined,undefined,undefined,green,red,None,7/22/2018,10:39,2774,1,3,undefined,blue,undefined,red,undefined,blue,undefined,green
X ,NaN,6,5,false,false,undefinedgreen.jpg,stim-images/objectundefinedpurple.jpg,false,colorfoil,false,undefined,green,undefined,undefined,None,purple,blue,None,7/22/2018,10:39,3461,3,1,undefined,green,undefined,purple,undefined,green,undefined,blue
X,NaN,1,6,true,false,6purple.jpg,6purple.jpg,true,colorfoil,true,6,purple,wug,7,None,blue,green,None,7/22/2018,10:42,4102,4,2,7,green,7,purple,7,blue,6,purple
1,4,1,5,true,false,12green.jpg,12green.jpg,false,colorfoil,true,12,green,toma,2,None,red,blue,None,7/22/2018,10:43,58185,3,1,2,green,2,blue,12,green,2,red
1,4,2,3,true,false,14green.jpg,14green.jpg,false,uniquetarget,true,14,green,sprock,4,None,purple,red,blue,7/22/2018,10:43,13582,4,0,4,purple,4,blue,4,red,14,green
1,4,3,6,true,false,13green.jpg,13green.jpg,true,colorfoil,true,13,green,dax,10,None,purple,blue,None,7/22/2018,10:43,8395,2,1,10,green,13,green,10,purple,10,blue
1,4,4,2,false,true,6blue.jpg,stim-images/object3blue.jpg,true,sedivy,true,6,blue,koba,3,8,green,red,None,7/22/2018,10:43,5924,2,4,6,green,6,blue,8,red,3,blue
1,4,5,1,true,false,5green.jpg,5green.jpg,false,sedivy,false,5,green,wug,11,9,red,purple,None,7/22/2018,10:43,13447,4,1,11,green,5,red,9,purple,5,green
1,4,6,4,true,false,7blue.jpg,7blue.jpg,true,uniquetarget,true,7,blue,gade,1,None,green,red,purple,7/22/2018,10:43,5664,3,0,1,green,1,purple,7,blue,1,red
2,7,1,1,false,false,2green.jpg,stim-images/object2purple.jpg,false,sedivy,false,2,green,wug,5,9,purple,blue,None,7/22/2018,11:17,4401,3,1,5,green,9,blue,2,green,2,purple
2,7,2,4,true,false,3blue.jpg,3blue.jpg,true,uniquetarget,true,3,blue,toma,10,None,purple,green,red,7/22/2018,11:17,4738,1,0,3,blue,10,red,10,green,10,purple
2,7,3,6,true,false,14red.jpg,14red.jpg,true,colorfoil,true,14,red,koba,1,None,purple,blue,None,7/22/2018,11:17,4249,1,4,14,red,1,purple,1,blue,1,red
2,7,4,3,false,false,4red.jpg,stim-images/object12purple.jpg,false,uniquetarget,false,4,red,gade,12,None,blue,green,purple,7/22/2018,11:17,3785,4,0,12,purple,12,blue,12,green,4,red
2,7,5,5,true,false,8green.jpg,8green.jpg,false,colorfoil,true,8,green,dax,13,None,purple,red,None,7/22/2018,11:17,4631,4,3,13,purple,13,red,13,green,8,green
2,7,6,2,false,true,7green.jpg,stim-images/object11green.jpg,true,sedivy,true,7,green,blicket,11,6,red,blue,None,7/22/2018,11:17,4103,3,1,11,green,7,red,7,green,6,blue
3,4,1,4,false,false,9green.jpg,stim-images/object3blue.jpg,true,uniquetarget,false,9,green,gade,3,None,red,purple,blue,7/22/2018,11:18,17502,1,0,9,green,3,purple,3,red,3,blue
3,4,2,3,false,false,10green.jpg,stim-images/object7blue.jpg,false,uniquetarget,false,10,green,dax,7,None,blue,purple,red,7/22/2018,11:18,4548,3,0,7,purple,7,blue,10,green,7,red
3,4,3,6,false,true,6blue.jpg,stim-images/object11blue.jpg,true,colorfoil,false,6,blue,blicket,11,None,red,purple,None,7/22/2018,11:18,4807,2,1,11,blue,6,blue,11,red,11,purple
3,4,4,1,false,false,12blue.jpg,stim-images/object12purple.jpg,false,sedivy,false,12,blue,wug,13,5,purple,green,None,7/22/2018,11:18,4927,1,2,12,blue,13,blue,12,purple,5,green
3,4,5,5,false,true,4green.jpg,stim-images/object2green.jpg,false,colorfoil,false,4,green,toma,2,None,blue,red,None,7/22/2018,11:18,4647,1,2,4,green,2,green,2,blue,2,red
3,4,6,2,true,false,1red.jpg,1red.jpg,true,sedivy,false,1,red,sprock,8,14,green,purple,None,7/22/2018,11:18,3906,2,4,1,green,1,red,14,purple,8,red
4,5,1,1,false,false,1purple.jpg,stim-images/object14green.jpg,false,sedivy,true,1,purple,sprock,2,14,blue,green,None,7/22/2018,11:21,35244,2,1,2,purple,1,purple,1,blue,14,green
4,5,2,3,true,false,9purple.jpg,9purple.jpg,false,uniquetarget,true,9,purple,wug,13,None,red,blue,green,7/22/2018,11:21,6531,1,0,9,purple,13,red,13,blue,13,green
4,5,3,5,true,false,7blue.jpg,7blue.jpg,false,colorfoil,true,7,blue,blicket,6,None,purple,green,None,7/22/2018,11:21,5160,4,1,6,blue,6,green,6,purple,7,blue
4,5,4,2,false,false,12purple.jpg,stim-images/object5green.jpg,true,sedivy,true,12,purple,gade,10,5,red,green,None,7/22/2018,11:21,9344,4,1,10,purple,5,green,12,red,12,purple
4,5,5,4,true,false,11blue.jpg,11blue.jpg,true,uniquetarget,true,11,blue,koba,8,None,green,red,purple,7/22/2018,11:21,17753,1,0,11,blue,8,green,8,red,8,purple
4,5,6,6,true,false,4blue.jpg,4blue.jpg,true,colorfoil,true,4,blue,toma,3,None,green,red,None,7/22/2018,11:21,12830,3,1,3,blue,3,red,4,blue,3,green
X,NaN,1,4,false,false,14blue.jpg,stim-images/object8red.jpg,true,uniquetarget,false,14,blue,blicket,8,None,green,red,purple,7/22/2018,11:24,6175,2,0,8,purple,14,blue,8,green,8,red
X,NaN,2,1,false,false,5blue.jpg,stim-images/object9red.jpg,false,sedivy,true,5,blue,dax,7,9,green,red,None,7/22/2018,11:24,5333,4,2,5,green,7,blue,9,red,5,blue
X,NaN,3,3,false,false,2purple.jpg,stim-images/object13red.jpg,false,uniquetarget,false,2,purple,wug,13,None,green,red,blue,7/22/2018,11:24,3405,2,0,13,blue,2,purple,13,red,13,green
X,NaN,4,5,true,false,12red.jpg,12red.jpg,false,colorfoil,true,12,red,koba,11,None,purple,green,None,7/22/2018,11:24,3155,2,3,11,green,12,red,11,red,11,purple
X,NaN,5,6,true,false,6red.jpg,6red.jpg,true,colorfoil,true,6,red,sprock,3,None,purple,blue,None,7/22/2018,11:24,4695,2,1,3,red,6,red,3,blue,3,purple
X,NaN,6,2,true,false,10blue.jpg,10blue.jpg,true,sedivy,false,10,blue,toma,undefined,undefined,red,purple,None,7/22/2018,11:24,9296,3,1,undefined,blue,undefined,purple,10,blue,10,red
5,5,1,5,true,false,1blue.jpg,1blue.jpg,false,colorfoil,true,1,blue,dax,8,None,red,purple,None,7/22/2018,11:26,6189,2,4,8,purple,1,blue,8,red,8,blue
5,5,3,3,true,false,7red.jpg,7red.jpg,false,uniquetarget,true,7,red,toma,6,None,green,blue,purple,7/22/2018,11:26,5671,1,0,7,red,6,blue,6,purple,6,green
5,5,4,6,true,false,11purple.jpg,11purple.jpg,true,colorfoil,true,11,purple,blicket,13,None,green,red,None,7/22/2018,11:26,4341,3,4,13,green,13,red,11,purple,13,purple
5,5,5,4,true,false,12green.jpg,12green.jpg,true,uniquetarget,true,12,green,sprock,14,None,red,blue,purple,7/22/2018,11:26,4043,2,0,14,blue,12,green,14,purple,14,red
5,5,6,2,true,false,4blue.jpg,4blue.jpg,true,sedivy,false,4,blue,gade,3,2,red,purple,None,7/22/2018,11:26,4381,4,3,2,purple,4,red,3,blue,4,blue
6,4,1,6,true,false,12green.jpg,12green.jpg,true,colorfoil,true,12,green,blicket,2,None,purple,red,None,7/22/2018,11:29,31577,4,1,2,green,2,red,2,purple,12,green
6,4,2,4,true,false,5purple.jpg,5purple.jpg,true,uniquetarget,true,5,purple,wug,3,None,red,green,blue,7/22/2018,11:29,25451,4,0,3,blue,3,red,3,green,5,purple
6,4,3,2,false,false,7blue.jpg,stim-images/object8green.jpg,true,sedivy,true,7,blue,sprock,11,8,red,green,None,7/22/2018,11:29,9802,4,3,8,green,7,red,11,blue,7,blue
6,4,4,5,false,true,13purple.jpg,stim-images/object10purple.jpg,false,colorfoil,false,13,purple,dax,10,None,red,green,None,7/22/2018,11:29,7472,3,1,10,purple,10,green,13,purple,10,red
6,4,5,1,false,true,9blue.jpg,stim-images/object1blue.jpg,false,sedivy,true,9,blue,gade,1,4,red,green,None,7/22/2018,11:29,5503,3,1,1,blue,9,red,9,blue,4,green
6,4,6,3,true,false,6green.jpg,6green.jpg,false,uniquetarget,true,6,green,toma,14,None,purple,red,blue,7/22/2018,11:29,3582,3,0,14,red,14,blue,6,green,14,purple
7,6,1,1,false,true,6blue.jpg,stim-images/object11blue.jpg,false,sedivy,true,6,blue,blicket,11,13,red,green,None,7/22/2018,11:34,22183,3,4,6,red,13,green,6,blue,11,blue
7,6,2,4,true,false,9blue.jpg,9blue.jpg,true,uniquetarget,true,9,blue,koba,5,None,red,green,purple,7/22/2018,11:34,6098,4,0,5,red,5,green,5,purple,9,blue
7,6,3,6,true,false,2blue.jpg,2blue.jpg,true,colorfoil,true,2,blue,dax,8,None,purple,red,None,7/22/2018,11:34,10522,2,1,8,blue,2,blue,8,red,8,purple
7,6,4,3,true,false,12green.jpg,12green.jpg,false,uniquetarget,true,12,green,sprock,7,None,purple,red,blue,7/22/2018,11:34,4590,4,0,7,blue,7,purple,7,red,12,green
7,6,5,2,true,false,10purple.jpg,10purple.jpg,true,sedivy,false,10,purple,toma,1,3,blue,green,None,7/22/2018,11:34,5388,1,2,10,purple,1,purple,10,blue,3,green
7,6,6,5,true,false,14red.jpg,14red.jpg,false,colorfoil,true,14,red,wug,4,None,green,blue,None,7/22/2018,11:34,5301,4,2,4,green,4,red,4,blue,14,red
8,4,1,4,true,false,5blue.jpg,5blue.jpg,true,uniquetarget,true,5,blue,blicket,11,None,purple,green,red,7/22/2018,11:37,7466,4,0,11,purple,11,green,11,red,5,blue
8,4,2,1,false,false,3purple.jpg,stim-images/object3red.jpg,false,sedivy,false,3,purple,gade,6,9,red,green,None,7/22/2018,11:37,4360,4,3,9,green,3,red,6,purple,3,purple
8,4,3,3,false,false,10green.jpg,stim-images/object8blue.jpg,false,uniquetarget,false,10,green,wug,8,None,red,blue,purple,7/22/2018,11:37,3223,1,0,10,green,8,purple,8,blue,8,red
8,4,4,2,true,false,4red.jpg,4red.jpg,true,sedivy,false,4,red,koba,7,14,blue,purple,None,7/22/2018,11:37,4830,4,2,4,blue,7,red,14,purple,4,red
8,4,5,6,true,false,13purple.jpg,13purple.jpg,true,colorfoil,true,13,purple,dax,12,None,green,red,None,7/22/2018,11:37,4740,1,4,13,purple,12,green,12,red,12,purple
8,4,6,5,false,false,2purple.jpg,stim-images/object1blue.jpg,false,colorfoil,false,2,purple,toma,1,None,blue,red,None,7/22/2018,11:37,3761,1,2,2,purple,1,purple,1,red,1,blue
9,6,1,5,false,true,13red.jpg,stim-images/object8red.jpg,false,colorfoil,false,13,red,wug,8,None,green,purple,None,7/22/2018,12:08,3960,1,3,13,red,8,green,8,red,8,purple
9,6,3,2,true,false,10red.jpg,10red.jpg,true,sedivy,false,10,red,blicket,14,2,purple,green,None,7/22/2018,12:08,4354,3,4,10,purple,2,green,10,red,14,red
9,6,4,4,true,false,11purple.jpg,11purple.jpg,true,uniquetarget,true,11,purple,gade,6,None,blue,red,green,7/22/2018,12:08,5495,4,0,6,green,6,blue,6,red,11,purple
9,6,5,3,false,false,9purple.jpg,stim-images/object7red.jpg,false,uniquetarget,false,9,purple,toma,7,None,green,red,blue,7/22/2018,12:08,5641,3,0,7,red,7,blue,9,purple,7,green
9,6,6,6,false,true,5red.jpg,stim-images/object4red.jpg,true,colorfoil,false,5,red,sprock,4,None,green,blue,None,7/22/2018,12:08,4956,1,3,5,red,4,blue,4,red,4,green
10,6,1,1,false,false,6blue.jpg,stim-images/object14purple.jpg,false,sedivy,true,6,blue,sprock,3,14,red,purple,None,7/22/2018,12:10,10703,3,4,14,purple,6,red,6,blue,3,blue
10,6,2,5,true,false,1purple.jpg,1purple.jpg,false,colorfoil,true,1,purple,gade,8,None,red,blue,None,7/22/2018,12:10,9840,2,3,8,red,1,purple,8,purple,8,blue
10,6,3,3,true,false,11green.jpg,11green.jpg,false,uniquetarget,true,11,green,wug,12,None,purple,blue,red,7/22/2018,12:10,4208,3,0,12,purple,12,blue,11,green,12,red
10,6,4,4,true,false,4blue.jpg,4blue.jpg,true,uniquetarget,true,4,blue,dax,13,None,red,purple,green,7/22/2018,12:10,5376,3,0,13,green,13,purple,4,blue,13,red
10,6,5,6,true,false,10purple.jpg,10purple.jpg,true,colorfoil,true,10,purple,koba,2,None,red,blue,None,7/22/2018,12:10,3944,4,2,2,blue,2,purple,2,red,10,purple
11,3,1,3,false,false,7purple.jpg,stim-images/object8green.jpg,false,uniquetarget,false,7,purple,wug,8,None,red,blue,green,7/22/2018,12:13,23801,3,0,8,red,8,green,7,purple,8,blue
11,3,2,6,true,false,6green.jpg,6green.jpg,true,colorfoil,true,6,green,gade,1,None,red,blue,None,7/22/2018,12:13,17293,4,1,1,green,1,blue,1,red,6,green
11,3,3,1,false,true,3green.jpg,stim-images/object5green.jpg,false,sedivy,true,3,green,blicket,5,11,blue,purple,None,7/22/2018,12:13,17854,1,4,3,green,11,purple,3,blue,5,green
11,3,4,4,true,false,4green.jpg,4green.jpg,true,uniquetarget,true,4,green,sprock,10,None,red,blue,purple,7/22/2018,12:13,5103,1,0,4,green,10,purple,10,blue,10,red
11,3,5,2,false,true,2purple.jpg,stim-images/object13purple.jpg,true,sedivy,true,2,purple,koba,13,14,green,red,None,7/22/2018,12:13,5782,3,2,2,green,13,purple,2,purple,14,red
11,3,6,5,true,false,undefinedpurple.jpg,undefinedpurple.jpg,false,colorfoil,true,undefined,purple,dax,undefined,None,green,red,None,7/22/2018,12:13,17413,4,1,undefined,purple,undefined,green,undefined,red,undefined,purple
12,3,1,1,false,false,11red.jpg,stim-images/object8green.jpg,false,sedivy,true,11,red,gade,3,8,purple,green,None,7/22/2018,12:24,3676,4,3,11,purple,8,green,3,red,11,red
12,3,2,2,false,false,1purple.jpg,stim-images/object1green.jpg,true,sedivy,false,1,purple,toma,14,6,green,blue,None,7/22/2018,12:24,2797,3,1,14,purple,1,green,1,purple,6,blue
12,3,3,6,true,false,13purple.jpg,13purple.jpg,true,colorfoil,true,13,purple,koba,9,None,blue,red,None,7/22/2018,12:24,4627,1,3,13,purple,9,blue,9,purple,9,red
12,3,4,4,false,false,5purple.jpg,stim-images/object7green.jpg,true,uniquetarget,false,5,purple,sprock,7,None,red,green,blue,7/22/2018,12:24,2916,4,0,7,green,7,blue,7,red,5,purple
12,3,5,5,false,false,12blue.jpg,stim-images/object10purple.jpg,false,colorfoil,false,12,blue,blicket,10,None,purple,green,None,7/22/2018,12:24,3478,3,4,10,green,10,purple,12,blue,10,blue
12,3,6,3,false,false,2green.jpg,stim-images/object4blue.jpg,false,uniquetarget,false,2,green,wug,4,None,red,purple,blue,7/22/2018,12:24,3000,4,0,4,blue,4,red,4,purple,2,green
13,3,1,5,false,true,1blue.jpg,stim-images/object3blue.jpg,false,colorfoil,false,1,blue,blicket,3,None,purple,green,None,7/22/2018,12:26,5643,2,1,3,blue,1,blue,3,purple,3,green
13,3,2,1,false,true,4purple.jpg,stim-images/object11purple.jpg,false,sedivy,true,4,purple,toma,11,13,blue,green,None,7/22/2018,12:26,5015,4,1,11,purple,13,green,4,blue,4,purple
13,3,3,4,true,false,9red.jpg,9red.jpg,true,uniquetarget,true,9,red,dax,14,None,purple,green,blue,7/22/2018,12:26,4129,2,0,14,blue,9,red,14,green,14,purple
13,3,4,2,false,true,8blue.jpg,stim-images/object2blue.jpg,true,sedivy,true,8,blue,wug,2,7,red,green,None,7/22/2018,12:26,3833,4,2,7,green,2,blue,8,red,8,blue
13,3,5,3,true,false,6green.jpg,6green.jpg,false,uniquetarget,true,6,green,sprock,12,None,blue,purple,red,7/22/2018,12:26,4844,2,0,12,red,6,green,12,blue,12,purple
13,3,6,6,true,false,10purple.jpg,10purple.jpg,true,colorfoil,true,10,purple,gade,5,None,red,green,None,7/22/2018,12:26,3529,2,3,5,red,10,purple,5,purple,5,green
14,5,1,5,true,false,3purple.jpg,3purple.jpg,false,colorfoil,true,3,purple,wug,10,None,red,blue,None,7/22/2018,12:27,5990,4,1,10,purple,10,blue,10,red,3,purple
14,5,2,1,false,false,6green.jpg,stim-images/object14red.jpg,false,sedivy,true,6,green,gade,7,14,purple,red,None,7/22/2018,12:27,7267,4,3,6,purple,14,red,7,green,6,green
14,5,3,3,true,false,4purple.jpg,4purple.jpg,false,uniquetarget,true,4,purple,koba,11,None,red,blue,green,7/22/2018,12:27,5839,4,0,11,red,11,blue,11,green,4,purple
14,5,4,2,false,true,8purple.jpg,stim-images/object1purple.jpg,true,sedivy,true,8,purple,toma,1,13,green,blue,None,7/22/2018,12:27,4425,1,4,8,purple,8,green,13,blue,1,purple
14,5,5,6,false,true,5blue.jpg,stim-images/object12blue.jpg,true,colorfoil,false,5,blue,sprock,12,None,green,purple,None,7/22/2018,12:27,4465,2,3,12,green,5,blue,12,blue,12,purple
14,5,6,4,true,false,2red.jpg,2red.jpg,true,uniquetarget,true,2,red,dax,9,None,green,blue,purple,7/22/2018,12:27,4023,2,0,9,green,2,red,9,purple,9,blue
15,6,1,4,true,false,4purple.jpg,4purple.jpg,true,uniquetarget,true,4,purple,gade,12,None,red,green,blue,7/22/2018,12:30,10090,3,0,12,blue,12,red,4,purple,12,green
15,6,2,3,true,false,6red.jpg,6red.jpg,false,uniquetarget,true,6,red,koba,2,None,green,blue,purple,7/22/2018,12:30,6766,2,0,2,purple,6,red,2,green,2,blue
15,6,3,1,false,false,1purple.jpg,stim-images/object11blue.jpg,false,sedivy,true,1,purple,toma,9,11,green,blue,None,7/22/2018,12:30,11009,4,1,9,purple,1,green,11,blue,1,purple
15,6,4,6,true,false,7green.jpg,7green.jpg,true,colorfoil,true,7,green,blicket,8,None,purple,blue,None,7/22/2018,12:30,5602,2,3,8,purple,7,green,8,green,8,blue
15,6,5,2,false,true,13purple.jpg,stim-images/object5purple.jpg,true,sedivy,true,13,purple,wug,5,14,green,red,None,7/22/2018,12:30,6793,2,4,14,red,13,purple,13,green,5,purple
15,6,6,5,true,false,10purple.jpg,10purple.jpg,false,colorfoil,true,10,purple,dax,3,None,green,blue,None,7/22/2018,12:30,4971,4,3,3,blue,3,green,3,purple,10,purple
16,7,1,6,false,true,9purple.jpg,stim-images/object11purple.jpg,true,colorfoil,false,9,purple,sprock,11,None,red,green,None,7/22/2018,12:39,4936,3,4,11,red,11,green,9,purple,11,purple
16,7,2,2,false,true,2green.jpg,stim-images/object12green.jpg,true,sedivy,true,2,green,wug,12,4,red,purple,None,7/22/2018,12:39,11653,2,1,12,green,2,green,4,purple,2,red
16,7,3,4,true,false,8purple.jpg,8purple.jpg,true,uniquetarget,true,8,purple,toma,10,None,green,red,blue,7/22/2018,12:39,3538,4,0,10,green,10,blue,10,red,8,purple
16,7,4,3,true,false,5purple.jpg,5purple.jpg,false,uniquetarget,true,5,purple,gade,13,None,red,blue,green,7/22/2018,12:39,5863,4,0,13,green,13,blue,13,red,5,purple
16,7,5,5,true,false,3red.jpg,3red.jpg,false,colorfoil,true,3,red,dax,6,None,purple,blue,None,7/22/2018,12:39,4134,3,4,6,purple,6,blue,3,red,6,red
16,7,6,1,false,true,14purple.jpg,stim-images/object1purple.jpg,false,sedivy,true,14,purple,koba,1,7,green,blue,None,7/22/2018,12:39,8041,2,3,14,green,14,purple,1,purple,7,blue
17,5,1,6,false,false,4green.jpg,stim-images/object2blue.jpg,true,colorfoil,false,4,green,sprock,2,None,blue,purple,None,7/22/2018,12:40,29590,3,1,2,green,2,blue,4,green,2,purple
17,5,2,2,false,true,14blue.jpg,stim-images/object13blue.jpg,true,sedivy,true,14,blue,toma,13,9,red,green,None,7/22/2018,12:40,6474,3,1,13,blue,9,green,14,blue,14,red
17,5,3,3,true,false,5blue.jpg,5blue.jpg,false,uniquetarget,true,5,blue,wug,3,None,green,purple,red,7/22/2018,12:40,6740,1,0,5,blue,3,red,3,purple,3,green
17,5,4,4,true,false,7purple.jpg,7purple.jpg,true,uniquetarget,true,7,purple,blicket,11,None,blue,green,red,7/22/2018,12:40,4219,3,0,11,blue,11,red,7,purple,11,green
17,5,6,5,false,false,1purple.jpg,stim-images/object8green.jpg,false,colorfoil,false,1,purple,dax,8,None,green,blue,None,7/22/2018,12:40,5493,3,4,8,blue,8,green,1,purple,8,purple
18,5,1,1,true,false,3purple.jpg,3purple.jpg,false,sedivy,false,3,purple,blicket,12,5,red,green,None,7/22/2018,12:48,20316,3,2,5,green,12,purple,3,purple,3,red
18,5,2,4,true,false,6red.jpg,6red.jpg,true,uniquetarget,true,6,red,wug,10,None,green,purple,blue,7/22/2018,12:48,4249,1,0,6,red,10,blue,10,green,10,purple
18,5,3,6,true,false,4blue.jpg,4blue.jpg,true,colorfoil,true,4,blue,gade,7,None,red,green,None,7/22/2018,12:48,9393,2,3,7,red,4,blue,7,blue,7,green
18,5,5,3,true,false,1green.jpg,1green.jpg,false,uniquetarget,true,1,green,sprock,9,None,red,blue,purple,7/22/2018,12:48,6038,2,0,9,purple,1,green,9,blue,9,red
18,5,6,2,false,true,11purple.jpg,stim-images/object14purple.jpg,true,sedivy,true,11,purple,koba,14,2,red,blue,None,7/22/2018,12:48,4897,2,1,14,purple,11,purple,11,red,2,blue
19,7,3,1,false,true,6purple.jpg,stim-images/object12purple.jpg,false,sedivy,true,6,purple,koba,12,14,blue,red,None,7/22/2018,12:50,4363,1,4,6,purple,14,red,6,blue,12,purple
19,7,4,5,false,false,11green.jpg,stim-images/object1blue.jpg,false,colorfoil,false,11,green,toma,1,None,blue,red,None,7/22/2018,12:50,7256,2,1,1,green,11,green,1,blue,1,red
19,7,6,4,true,false,3purple.jpg,3purple.jpg,true,uniquetarget,true,3,purple,blicket,13,None,blue,red,green,7/22/2018,12:50,3711,1,0,3,purple,13,blue,13,red,13,green
20,3,1,4,true,false,6blue.jpg,6blue.jpg,true,uniquetarget,true,6,blue,koba,14,None,green,purple,red,7/22/2018,12:58,7327,4,0,14,green,14,purple,14,red,6,blue
20,3,2,5,false,false,7blue.jpg,stim-images/object11green.jpg,false,colorfoil,false,7,blue,gade,11,None,red,green,None,7/22/2018,12:58,5246,4,1,11,blue,11,red,11,green,7,blue
20,3,3,3,false,false,2red.jpg,stim-images/object1blue.jpg,false,uniquetarget,false,2,red,dax,1,None,purple,blue,green,7/22/2018,12:58,4222,4,0,1,green,1,purple,1,blue,2,red
20,3,4,1,false,false,13green.jpg,stim-images/object13purple.jpg,false,sedivy,false,13,green,toma,3,5,purple,blue,None,7/22/2018,12:58,3568,2,1,3,green,13,green,5,blue,13,purple
20,3,5,6,false,true,12green.jpg,stim-images/object8green.jpg,true,colorfoil,false,12,green,blicket,8,None,purple,red,None,7/22/2018,12:58,4532,4,1,8,green,8,red,8,purple,12,green
20,3,6,2,true,false,9red.jpg,9red.jpg,true,sedivy,false,9,red,sprock,10,4,green,blue,None,7/22/2018,12:58,4487,4,2,4,blue,10,red,9,green,9,red
21,4,1,6,false,true,2blue.jpg,stim-images/object4blue.jpg,true,colorfoil,false,2,blue,sprock,4,None,red,green,None,7/22/2018,13:01,8734,2,3,4,green,2,blue,4,blue,4,red
21,4,2,4,true,false,9purple.jpg,9purple.jpg,true,uniquetarget,true,9,purple,gade,1,None,red,green,blue,7/22/2018,13:01,4077,1,0,9,purple,1,blue,1,green,1,red
21,4,3,5,false,false,10red.jpg,stim-images/object6green.jpg,false,colorfoil,false,10,red,koba,6,None,purple,green,None,7/22/2018,13:01,6246,3,4,6,green,6,purple,10,red,6,red
21,4,5,1,false,true,14green.jpg,stim-images/object11green.jpg,false,sedivy,true,14,green,blicket,11,12,blue,purple,None,7/22/2018,13:01,4216,1,4,14,green,12,purple,14,blue,11,green
21,4,6,3,true,false,13purple.jpg,13purple.jpg,false,uniquetarget,true,13,purple,toma,3,None,blue,red,green,7/22/2018,13:01,4477,1,0,13,purple,3,blue,3,red,3,green
22,6,1,3,true,false,6green.jpg,6green.jpg,false,uniquetarget,true,6,green,blicket,13,None,red,purple,blue,7/22/2018,13:07,28241,4,0,13,blue,13,red,13,purple,6,green
22,6,2,6,true,false,10blue.jpg,10blue.jpg,true,colorfoil,true,10,blue,koba,14,None,red,purple,None,7/22/2018,13:07,5885,3,1,14,blue,14,red,10,blue,14,purple
