type,subid,chosetarget,choselure,choseunique,searchtype,targetcolor,targetshape,targetsaturation,targetword,rtsearch,adjective_used
greyer,39,FALSE,FALSE,FALSE,uniquetarget,green,23,dark,boti,6545,TRUE
greyer,39,FALSE,FALSE,FALSE,sedivy,blue,5,bright,quen,5987,TRUE
greyer,39,TRUE,FALSE,FALSE,sedivy,blue,21,dark,zorp,4073,FALSE
greyer,39,TRUE,FALSE,FALSE,sedivy,red,6,bright,gade,3256,FALSE
greyer,39,FALSE,FALSE,FALSE,uniquetarget,blue,17,bright,wug,2652,FALSE
greyer,39,FALSE,FALSE,FALSE,uniquetarget,green,undefined,bright,undefined,15727,TRUE
greyer,39,FALSE,FALSE,FALSE,sedivy,purple,undefined,bright,undefined,3598,TRUE
greyer,245,FALSE,TRUE,TRUE,sedivy,purple,17,dark,lomet,6575,FALSE
greyer,245,FALSE,FALSE,FALSE,uniquetarget,blue,20,bright,boti,5986,FALSE
greyer,245,FALSE,FALSE,FALSE,uniquetarget,red,5,bright,blicket,5600,FALSE
greyer,245,FALSE,TRUE,TRUE,sedivy,green,18,dark,sprock,5659,TRUE
greyer,245,TRUE,FALSE,TRUE,uniquetarget,green,21,bright,quen,5232,FALSE
greyer,245,FALSE,FALSE,FALSE,sedivy,green,9,dark,koba,5723,FALSE
greyer,245,TRUE,FALSE,TRUE,uniquetarget,blue,15,bright,wug,4610,TRUE
greyer,245,TRUE,FALSE,TRUE,uniquetarget,blue,4,bright,flib,3962,TRUE
greyer,245,FALSE,TRUE,TRUE,sedivy,red,24,dark,zorp,4471,TRUE
greyer,245,TRUE,FALSE,TRUE,uniquetarget,blue,10,bright,gade,3756,TRUE
greyer,245,TRUE,FALSE,FALSE,sedivy,red,22,dark,dax,4416,TRUE
greyer,245,FALSE,FALSE,FALSE,sedivy,red,undefined,dark,undefined,6973,FALSE
color,125,TRUE,FALSE,TRUE,uniquetarget,green,7,NA,wug,4249,TRUE
color,125,TRUE,FALSE,FALSE,sedivy,blue,19,NA,sprock,28474,TRUE
color,125,FALSE,TRUE,TRUE,sedivy,red,12,NA,zorp,65690,FALSE
color,125,TRUE,FALSE,TRUE,uniquetarget,purple,18,NA,lomet,17554,TRUE
color,125,FALSE,TRUE,TRUE,sedivy,red,10,NA,flib,17657,TRUE
color,125,FALSE,TRUE,TRUE,sedivy,blue,1,NA,blicket,24016,FALSE
color,125,FALSE,TRUE,TRUE,sedivy,purple,22,NA,dax,21275,TRUE
color,125,TRUE,FALSE,TRUE,uniquetarget,green,20,NA,toma,9531,TRUE
color,125,TRUE,FALSE,TRUE,uniquetarget,green,24,NA,koba,27396,FALSE
color,125,FALSE,TRUE,TRUE,sedivy,green,2,NA,boti,27822,FALSE
color,125,TRUE,FALSE,TRUE,uniquetarget,red,6,NA,quen,13100,FALSE
color,125,TRUE,FALSE,TRUE,uniquetarget,purple,16,NA,gade,4851,FALSE
color,211,TRUE,FALSE,TRUE,uniquetarget,red,17,NA,koba,3726,FALSE
color,211,TRUE,FALSE,TRUE,uniquetarget,green,9,NA,zorp,3286,TRUE
color,211,TRUE,FALSE,TRUE,uniquetarget,purple,1,NA,boti,2919,TRUE
color,211,TRUE,FALSE,TRUE,uniquetarget,green,20,NA,wug,3711,TRUE
color,211,FALSE,TRUE,TRUE,sedivy,red,21,NA,sprock,3949,FALSE
color,211,FALSE,TRUE,TRUE,sedivy,purple,6,NA,dax,3470,FALSE
color,211,TRUE,FALSE,TRUE,uniquetarget,green,19,NA,toma,3168,FALSE
color,211,TRUE,FALSE,FALSE,sedivy,red,14,NA,blicket,3806,TRUE
color,211,TRUE,FALSE,FALSE,sedivy,green,5,NA,lomet,3367,TRUE
color,211,TRUE,FALSE,FALSE,sedivy,blue,15,NA,quen,2957,TRUE
color,211,FALSE,TRUE,TRUE,sedivy,purple,12,NA,flib,3101,FALSE
color,211,TRUE,FALSE,TRUE,uniquetarget,green,7,NA,gade,3534,FALSE
color,89,TRUE,FALSE,FALSE,sedivy,green,22,NA,dax,5349,FALSE
color,89,FALSE,TRUE,TRUE,sedivy,blue,18,NA,zorp,6402,FALSE
color,89,TRUE,FALSE,TRUE,uniquetarget,blue,21,NA,lomet,2966,FALSE
color,89,FALSE,FALSE,FALSE,uniquetarget,blue,11,NA,wug,4745,FALSE
color,89,FALSE,FALSE,FALSE,uniquetarget,green,7,NA,boti,5990,TRUE
color,89,FALSE,FALSE,FALSE,uniquetarget,green,9,NA,blicket,5486,FALSE
color,89,FALSE,TRUE,TRUE,sedivy,blue,4,NA,quen,4190,TRUE
color,89,TRUE,FALSE,FALSE,sedivy,red,5,NA,flib,4555,TRUE
color,89,TRUE,FALSE,FALSE,sedivy,red,2,NA,toma,3853,FALSE
color,89,TRUE,FALSE,TRUE,uniquetarget,blue,24,NA,sprock,3953,TRUE
color,89,TRUE,FALSE,TRUE,uniquetarget,red,16,NA,koba,3870,TRUE
color,89,FALSE,TRUE,TRUE,sedivy,green,17,NA,gade,4779,TRUE
color,251,FALSE,TRUE,TRUE,sedivy,green,10,NA,wug,4769,TRUE
color,251,TRUE,FALSE,TRUE,uniquetarget,blue,1,NA,blicket,5453,FALSE
color,251,TRUE,FALSE,FALSE,sedivy,green,24,NA,boti,4437,TRUE
color,251,FALSE,FALSE,FALSE,uniquetarget,blue,12,NA,toma,3430,FALSE
color,251,TRUE,FALSE,TRUE,uniquetarget,red,15,NA,flib,6287,TRUE
color,251,TRUE,FALSE,FALSE,sedivy,red,8,NA,gade,3165,TRUE
color,251,FALSE,TRUE,TRUE,sedivy,red,20,NA,dax,10103,FALSE
color,251,TRUE,FALSE,TRUE,uniquetarget,red,17,NA,sprock,2822,TRUE
color,251,TRUE,FALSE,TRUE,uniquetarget,blue,11,NA,koba,5445,TRUE
color,251,FALSE,TRUE,TRUE,sedivy,green,5,NA,zorp,3343,FALSE
color,251,FALSE,TRUE,TRUE,sedivy,blue,22,NA,quen,2815,FALSE
color,251,FALSE,FALSE,FALSE,uniquetarget,blue,2,NA,lomet,3423,FALSE
color,26,FALSE,FALSE,FALSE,uniquetarget,purple,6,NA,sprock,4958,FALSE
color,26,FALSE,TRUE,TRUE,sedivy,red,7,NA,quen,6895,FALSE
color,26,TRUE,FALSE,TRUE,uniquetarget,blue,15,NA,boti,3703,TRUE
color,26,TRUE,FALSE,TRUE,uniquetarget,purple,20,NA,toma,3404,TRUE
color,26,FALSE,FALSE,FALSE,sedivy,purple,3,NA,flib,3854,FALSE
color,26,TRUE,FALSE,TRUE,uniquetarget,green,22,NA,zorp,3642,FALSE
color,26,FALSE,TRUE,TRUE,sedivy,blue,13,NA,lomet,3661,TRUE
color,26,TRUE,FALSE,TRUE,uniquetarget,red,18,NA,wug,3414,TRUE
color,26,TRUE,FALSE,TRUE,uniquetarget,blue,4,NA,gade,4365,FALSE
color,26,TRUE,FALSE,FALSE,sedivy,red,21,NA,koba,5567,TRUE
color,26,TRUE,FALSE,FALSE,sedivy,red,11,NA,blicket,3547,TRUE
color,26,FALSE,TRUE,TRUE,sedivy,green,12,NA,dax,3169,FALSE
color,174,FALSE,FALSE,FALSE,uniquetarget,purple,23,NA,boti,18010,FALSE
color,174,TRUE,FALSE,TRUE,uniquetarget,green,13,NA,gade,41478,TRUE
color,174,TRUE,FALSE,TRUE,uniquetarget,green,14,NA,quen,15225,FALSE
color,174,FALSE,FALSE,FALSE,sedivy,red,24,NA,dax,13147,FALSE
color,174,TRUE,FALSE,TRUE,uniquetarget,purple,17,NA,koba,7405,FALSE
color,174,TRUE,FALSE,FALSE,sedivy,red,6,NA,toma,7130,TRUE
color,174,TRUE,FALSE,FALSE,sedivy,purple,12,NA,wug,7298,TRUE
color,174,FALSE,TRUE,TRUE,sedivy,purple,8,NA,lomet,4359,FALSE
color,174,TRUE,FALSE,TRUE,uniquetarget,blue,20,NA,zorp,7117,TRUE
color,174,TRUE,FALSE,FALSE,sedivy,green,18,NA,blicket,8062,FALSE
color,174,FALSE,TRUE,TRUE,sedivy,purple,2,NA,flib,8857,TRUE
color,174,FALSE,FALSE,FALSE,uniquetarget,purple,16,NA,sprock,7996,TRUE
color,138,TRUE,FALSE,TRUE,uniquetarget,purple,21,NA,wug,9911,TRUE
color,138,TRUE,FALSE,TRUE,uniquetarget,red,18,NA,lomet,6245,TRUE
color,138,TRUE,FALSE,TRUE,uniquetarget,purple,11,NA,sprock,9307,FALSE
color,138,FALSE,TRUE,TRUE,sedivy,green,16,NA,toma,3912,FALSE
color,138,TRUE,FALSE,TRUE,uniquetarget,blue,19,NA,blicket,6697,TRUE
color,138,FALSE,TRUE,TRUE,sedivy,purple,3,NA,dax,5852,TRUE
color,138,FALSE,FALSE,FALSE,uniquetarget,blue,20,NA,koba,4146,FALSE
color,138,TRUE,FALSE,TRUE,uniquetarget,green,9,NA,boti,4285,FALSE
color,138,FALSE,TRUE,TRUE,sedivy,red,7,NA,flib,3802,TRUE
color,138,FALSE,TRUE,TRUE,sedivy,red,6,NA,gade,5229,FALSE
color,138,FALSE,TRUE,TRUE,sedivy,red,17,NA,zorp,3262,TRUE
color,138,FALSE,FALSE,FALSE,sedivy,green,15,NA,quen,2809,FALSE
color,121,TRUE,FALSE,TRUE,uniquetarget,purple,2,NA,dax,2820,TRUE
color,121,TRUE,FALSE,TRUE,uniquetarget,purple,7,NA,sprock,3134,TRUE
color,121,FALSE,TRUE,TRUE,sedivy,blue,8,NA,blicket,4282,FALSE
color,121,TRUE,FALSE,TRUE,uniquetarget,red,22,NA,lomet,2834,TRUE
color,121,FALSE,TRUE,TRUE,sedivy,blue,20,NA,toma,3791,TRUE
color,121,TRUE,FALSE,TRUE,uniquetarget,green,10,NA,wug,4062,FALSE
color,121,FALSE,TRUE,TRUE,sedivy,blue,24,NA,koba,4549,TRUE
color,121,FALSE,TRUE,TRUE,sedivy,red,15,NA,boti,3089,FALSE
color,121,TRUE,FALSE,TRUE,uniquetarget,purple,16,NA,gade,3923,FALSE
color,121,FALSE,TRUE,TRUE,sedivy,blue,3,NA,quen,2895,FALSE
color,121,TRUE,FALSE,TRUE,uniquetarget,red,1,NA,flib,2712,FALSE
color,121,FALSE,TRUE,TRUE,sedivy,purple,undefined,NA,undefined,141403,TRUE
color,232,TRUE,FALSE,FALSE,sedivy,green,17,NA,gade,7061,FALSE
color,232,TRUE,FALSE,FALSE,sedivy,purple,18,NA,toma,5260,FALSE
color,232,FALSE,TRUE,TRUE,sedivy,purple,24,NA,quen,5955,TRUE
color,232,TRUE,FALSE,TRUE,uniquetarget,purple,11,NA,blicket,6557,TRUE
color,232,TRUE,FALSE,TRUE,uniquetarget,red,4,NA,flib,4795,FALSE
color,232,FALSE,TRUE,TRUE,sedivy,red,12,NA,wug,6163,FALSE
color,232,TRUE,FALSE,TRUE,uniquetarget,blue,19,NA,zorp,3799,TRUE
color,232,TRUE,FALSE,TRUE,uniquetarget,green,20,NA,lomet,3595,FALSE
color,232,FALSE,TRUE,TRUE,sedivy,purple,7,NA,sprock,5514,TRUE
color,232,TRUE,FALSE,TRUE,uniquetarget,green,8,NA,boti,4709,FALSE
color,232,TRUE,FALSE,FALSE,sedivy,green,15,NA,dax,4451,TRUE
color,232,TRUE,FALSE,TRUE,uniquetarget,red,22,NA,koba,6825,TRUE
color,75,FALSE,TRUE,TRUE,sedivy,red,8,NA,blicket,3837,TRUE
color,75,TRUE,FALSE,TRUE,uniquetarget,blue,20,NA,sprock,3188,TRUE
color,75,FALSE,TRUE,TRUE,sedivy,green,17,NA,gade,3369,TRUE
color,75,FALSE,TRUE,TRUE,sedivy,green,12,NA,quen,3702,TRUE
color,75,FALSE,FALSE,FALSE,uniquetarget,green,22,NA,boti,3385,FALSE
color,75,FALSE,TRUE,TRUE,sedivy,green,23,NA,zorp,3848,FALSE
color,75,TRUE,FALSE,TRUE,uniquetarget,red,3,NA,dax,3242,FALSE
color,75,TRUE,FALSE,TRUE,uniquetarget,red,1,NA,koba,2803,FALSE
color,75,FALSE,TRUE,TRUE,sedivy,red,2,NA,toma,2902,FALSE
color,75,TRUE,FALSE,TRUE,uniquetarget,red,19,NA,flib,63207,TRUE
color,75,FALSE,FALSE,FALSE,sedivy,blue,10,NA,wug,3231,FALSE
color,75,TRUE,FALSE,TRUE,uniquetarget,red,9,NA,lomet,2647,TRUE
color,54,FALSE,TRUE,TRUE,sedivy,blue,6,NA,lomet,5027,FALSE
color,54,TRUE,FALSE,TRUE,uniquetarget,purple,15,NA,sprock,3757,FALSE
color,54,FALSE,TRUE,TRUE,sedivy,green,1,NA,blicket,3775,TRUE
color,54,TRUE,FALSE,TRUE,uniquetarget,green,5,NA,gade,3759,TRUE
color,54,FALSE,TRUE,TRUE,sedivy,green,14,NA,flib,5364,TRUE
color,54,FALSE,TRUE,TRUE,sedivy,blue,21,NA,zorp,4290,FALSE
color,54,TRUE,FALSE,TRUE,uniquetarget,purple,3,NA,quen,3198,FALSE
color,54,TRUE,FALSE,TRUE,uniquetarget,blue,22,NA,toma,3783,FALSE
color,54,TRUE,FALSE,TRUE,uniquetarget,red,10,NA,boti,3289,TRUE
color,54,FALSE,TRUE,TRUE,sedivy,blue,23,NA,wug,3146,FALSE
color,54,TRUE,FALSE,FALSE,sedivy,red,20,NA,dax,4202,TRUE
color,54,TRUE,FALSE,TRUE,uniquetarget,purple,12,NA,koba,3985,TRUE
color,257,FALSE,FALSE,FALSE,sedivy,purple,22,NA,boti,2625,FALSE
color,257,FALSE,FALSE,FALSE,sedivy,red,12,NA,blicket,2603,TRUE
color,257,FALSE,TRUE,TRUE,sedivy,red,11,NA,zorp,3433,TRUE
color,257,TRUE,FALSE,TRUE,uniquetarget,green,6,NA,wug,2655,FALSE
color,257,TRUE,FALSE,FALSE,sedivy,green,21,NA,koba,2674,FALSE
color,257,TRUE,FALSE,TRUE,uniquetarget,green,20,NA,sprock,6125,TRUE
color,257,TRUE,FALSE,TRUE,uniquetarget,green,7,NA,dax,2796,TRUE
color,257,FALSE,FALSE,FALSE,uniquetarget,green,2,NA,toma,2709,FALSE
color,257,TRUE,FALSE,TRUE,uniquetarget,blue,9,NA,flib,2789,TRUE
color,257,TRUE,FALSE,FALSE,sedivy,green,14,NA,gade,2964,TRUE
color,257,FALSE,FALSE,FALSE,sedivy,red,5,NA,lomet,2541,FALSE
color,257,TRUE,FALSE,TRUE,uniquetarget,green,24,NA,quen,4304,FALSE
color,192,TRUE,FALSE,TRUE,uniquetarget,red,18,NA,toma,4509,FALSE
color,192,FALSE,FALSE,FALSE,uniquetarget,blue,4,NA,lomet,2724,FALSE
color,192,FALSE,FALSE,FALSE,sedivy,blue,23,NA,flib,2986,FALSE
color,192,FALSE,FALSE,FALSE,uniquetarget,red,1,NA,blicket,3014,TRUE
color,192,TRUE,FALSE,FALSE,sedivy,purple,15,NA,boti,6702,TRUE
color,192,TRUE,FALSE,TRUE,uniquetarget,red,13,NA,sprock,4598,FALSE
color,192,TRUE,FALSE,FALSE,sedivy,red,17,NA,gade,2768,TRUE
color,192,FALSE,FALSE,FALSE,uniquetarget,green,22,NA,wug,2676,TRUE
color,192,FALSE,FALSE,FALSE,uniquetarget,blue,11,NA,koba,4603,TRUE
color,192,TRUE,FALSE,FALSE,sedivy,purple,20,NA,zorp,2642,TRUE
color,192,FALSE,FALSE,FALSE,sedivy,red,19,NA,quen,5623,FALSE
color,192,TRUE,FALSE,FALSE,sedivy,blue,3,NA,dax,2987,FALSE
color,115,TRUE,FALSE,FALSE,sedivy,red,7,NA,quen,7991,TRUE
color,115,FALSE,FALSE,FALSE,sedivy,red,12,NA,toma,5871,FALSE
color,115,FALSE,TRUE,TRUE,sedivy,purple,13,NA,koba,4993,TRUE
color,115,FALSE,FALSE,FALSE,sedivy,green,5,NA,zorp,5193,FALSE
color,115,FALSE,TRUE,TRUE,sedivy,red,8,NA,boti,4325,FALSE
color,115,TRUE,FALSE,TRUE,uniquetarget,green,3,NA,lomet,3202,FALSE
color,115,TRUE,FALSE,FALSE,sedivy,blue,24,NA,blicket,3684,TRUE
color,115,TRUE,FALSE,TRUE,uniquetarget,green,10,NA,sprock,3882,FALSE
color,115,TRUE,FALSE,TRUE,uniquetarget,purple,11,NA,wug,3039,FALSE
color,115,TRUE,FALSE,TRUE,uniquetarget,red,9,NA,gade,3675,TRUE
color,115,TRUE,FALSE,TRUE,uniquetarget,purple,6,NA,dax,3765,TRUE
color,115,TRUE,FALSE,TRUE,uniquetarget,green,16,NA,flib,3134,TRUE
color,147,FALSE,TRUE,TRUE,sedivy,blue,15,NA,wug,10881,FALSE
color,147,FALSE,TRUE,TRUE,sedivy,green,4,NA,lomet,13397,TRUE
color,147,TRUE,FALSE,TRUE,uniquetarget,purple,16,NA,sprock,10966,TRUE
color,147,FALSE,TRUE,TRUE,sedivy,blue,22,NA,koba,7261,TRUE
color,147,TRUE,FALSE,TRUE,uniquetarget,blue,10,NA,gade,7470,FALSE
color,147,TRUE,FALSE,FALSE,sedivy,purple,17,NA,zorp,5237,TRUE
color,147,TRUE,FALSE,TRUE,uniquetarget,purple,12,NA,flib,4630,TRUE
color,147,FALSE,TRUE,TRUE,sedivy,blue,14,NA,quen,9181,FALSE
color,147,FALSE,TRUE,TRUE,sedivy,green,13,NA,blicket,6221,FALSE
color,147,FALSE,FALSE,FALSE,uniquetarget,purple,2,NA,dax,7459,FALSE
color,147,TRUE,FALSE,TRUE,uniquetarget,purple,23,NA,toma,7656,TRUE
color,147,FALSE,FALSE,FALSE,uniquetarget,green,5,NA,boti,5228,FALSE
color,95,TRUE,FALSE,TRUE,uniquetarget,green,17,NA,dax,4595,TRUE
color,95,FALSE,FALSE,FALSE,uniquetarget,blue,12,NA,boti,2893,FALSE
color,95,TRUE,FALSE,FALSE,sedivy,green,16,NA,gade,3753,TRUE
color,95,FALSE,FALSE,FALSE,uniquetarget,purple,13,NA,flib,2838,FALSE
color,95,FALSE,FALSE,FALSE,sedivy,purple,1,NA,quen,2928,FALSE
color,95,FALSE,FALSE,FALSE,uniquetarget,green,18,NA,toma,13697,FALSE
color,95,FALSE,FALSE,FALSE,uniquetarget,green,11,NA,zorp,2512,TRUE
color,95,TRUE,FALSE,FALSE,sedivy,purple,7,NA,blicket,2692,TRUE
color,95,TRUE,FALSE,FALSE,sedivy,red,6,NA,lomet,2582,FALSE
color,95,FALSE,TRUE,TRUE,sedivy,purple,14,NA,koba,2520,TRUE
color,95,FALSE,TRUE,TRUE,sedivy,purple,9,NA,wug,2709,FALSE
color,95,TRUE,FALSE,TRUE,uniquetarget,purple,15,NA,sprock,2533,TRUE
color,212,FALSE,FALSE,FALSE,sedivy,blue,4,NA,quen,22689,FALSE
color,212,TRUE,FALSE,TRUE,uniquetarget,blue,20,NA,blicket,5037,TRUE
color,212,TRUE,FALSE,FALSE,sedivy,green,16,NA,boti,9485,TRUE
color,212,FALSE,TRUE,TRUE,sedivy,red,10,NA,dax,10601,FALSE
color,212,TRUE,FALSE,FALSE,sedivy,purple,21,NA,lomet,8131,TRUE
color,212,TRUE,FALSE,TRUE,uniquetarget,red,23,NA,gade,7263,FALSE
color,212,FALSE,TRUE,TRUE,sedivy,purple,3,NA,wug,4304,TRUE
color,212,TRUE,FALSE,TRUE,uniquetarget,red,7,NA,toma,3367,FALSE
color,212,FALSE,TRUE,TRUE,sedivy,purple,13,NA,flib,3487,FALSE
color,212,TRUE,FALSE,TRUE,uniquetarget,green,22,NA,sprock,3548,TRUE
color,212,TRUE,FALSE,TRUE,uniquetarget,green,5,NA,zorp,3062,FALSE
color,212,TRUE,FALSE,TRUE,uniquetarget,purple,15,NA,koba,3446,TRUE
color,149,TRUE,FALSE,TRUE,uniquetarget,green,9,NA,lomet,2688,FALSE
color,149,TRUE,FALSE,TRUE,uniquetarget,blue,21,NA,quen,3001,TRUE
color,149,TRUE,FALSE,TRUE,uniquetarget,blue,20,NA,wug,4048,TRUE
color,149,FALSE,FALSE,FALSE,sedivy,purple,15,NA,flib,5034,TRUE
color,149,TRUE,FALSE,FALSE,sedivy,red,14,NA,gade,3255,TRUE
color,149,FALSE,FALSE,FALSE,sedivy,blue,22,NA,toma,3626,FALSE
color,149,FALSE,TRUE,TRUE,sedivy,purple,3,NA,blicket,3208,FALSE
color,149,FALSE,FALSE,FALSE,uniquetarget,green,19,NA,boti,2703,FALSE
color,149,FALSE,FALSE,FALSE,uniquetarget,red,8,NA,koba,3274,FALSE
color,149,TRUE,FALSE,TRUE,uniquetarget,red,7,NA,dax,3521,TRUE
color,149,FALSE,TRUE,TRUE,sedivy,blue,23,NA,zorp,2926,TRUE
color,149,FALSE,FALSE,FALSE,sedivy,green,17,NA,sprock,3742,FALSE
color,3,TRUE,FALSE,TRUE,uniquetarget,blue,17,NA,lomet,2713,TRUE
color,3,TRUE,FALSE,TRUE,uniquetarget,red,13,NA,blicket,5425,FALSE
color,3,TRUE,FALSE,FALSE,sedivy,red,6,NA,dax,5103,TRUE
color,3,TRUE,FALSE,TRUE,uniquetarget,green,7,NA,gade,3323,TRUE
color,3,TRUE,FALSE,TRUE,uniquetarget,blue,8,NA,quen,2835,TRUE
color,3,TRUE,FALSE,TRUE,uniquetarget,purple,16,NA,boti,4577,FALSE
color,3,FALSE,TRUE,TRUE,sedivy,purple,21,NA,flib,3225,FALSE
color,3,TRUE,FALSE,TRUE,uniquetarget,green,3,NA,koba,3931,FALSE
color,3,FALSE,TRUE,TRUE,sedivy,blue,10,NA,toma,3481,FALSE
color,3,TRUE,FALSE,FALSE,sedivy,purple,24,NA,zorp,5324,TRUE
color,3,FALSE,TRUE,TRUE,sedivy,red,20,NA,sprock,3555,FALSE
color,3,TRUE,FALSE,FALSE,sedivy,red,11,NA,wug,3871,TRUE
color,191,TRUE,FALSE,FALSE,sedivy,purple,21,NA,flib,4718,TRUE
color,191,TRUE,FALSE,FALSE,sedivy,purple,15,NA,wug,5998,FALSE
color,191,FALSE,FALSE,FALSE,uniquetarget,green,23,NA,blicket,8167,FALSE
color,191,TRUE,FALSE,FALSE,sedivy,green,22,NA,koba,5802,FALSE
color,191,FALSE,FALSE,FALSE,uniquetarget,green,9,NA,zorp,6363,TRUE
color,191,FALSE,FALSE,FALSE,sedivy,blue,17,NA,gade,8072,FALSE
color,191,FALSE,FALSE,FALSE,uniquetarget,red,4,NA,quen,7700,TRUE
color,191,FALSE,FALSE,FALSE,uniquetarget,blue,13,NA,sprock,7664,FALSE
color,191,TRUE,FALSE,FALSE,sedivy,green,14,NA,boti,2953,TRUE
color,191,FALSE,FALSE,FALSE,uniquetarget,blue,24,NA,lomet,6438,FALSE
color,191,FALSE,FALSE,FALSE,uniquetarget,purple,16,NA,dax,3060,TRUE
color,191,FALSE,FALSE,FALSE,sedivy,green,18,NA,toma,2572,TRUE
color,186,FALSE,FALSE,FALSE,uniquetarget,green,9,NA,zorp,4731,FALSE
color,186,TRUE,FALSE,TRUE,uniquetarget,green,19,NA,gade,4075,FALSE
color,186,TRUE,FALSE,TRUE,uniquetarget,purple,3,NA,toma,3330,TRUE
color,186,TRUE,FALSE,FALSE,sedivy,red,10,NA,koba,3260,FALSE
color,186,FALSE,FALSE,FALSE,sedivy,red,2,NA,dax,3198,FALSE
color,186,FALSE,FALSE,FALSE,sedivy,red,21,NA,boti,3417,FALSE
color,186,TRUE,FALSE,FALSE,sedivy,purple,6,NA,wug,3846,TRUE
color,186,TRUE,FALSE,TRUE,uniquetarget,red,15,NA,blicket,3446,FALSE
color,186,TRUE,FALSE,TRUE,uniquetarget,purple,17,NA,lomet,2886,TRUE
color,186,TRUE,FALSE,FALSE,sedivy,green,8,NA,quen,3989,TRUE
color,186,FALSE,TRUE,TRUE,sedivy,purple,22,NA,flib,3113,TRUE
color,186,TRUE,FALSE,TRUE,uniquetarget,red,7,NA,sprock,2818,TRUE
color,70,FALSE,FALSE,FALSE,uniquetarget,blue,5,NA,quen,5118,FALSE
color,70,FALSE,FALSE,FALSE,uniquetarget,blue,18,NA,dax,2932,TRUE
color,70,FALSE,FALSE,FALSE,uniquetarget,red,17,NA,wug,2648,FALSE
color,70,FALSE,TRUE,TRUE,sedivy,purple,24,NA,lomet,2875,TRUE
color,70,FALSE,FALSE,FALSE,uniquetarget,green,9,NA,toma,2630,TRUE
color,70,FALSE,FALSE,FALSE,sedivy,green,20,NA,koba,4726,TRUE
color,70,FALSE,FALSE,FALSE,sedivy,red,12,NA,flib,4023,FALSE
color,70,TRUE,FALSE,FALSE,sedivy,green,15,NA,sprock,5502,FALSE
color,70,TRUE,FALSE,TRUE,uniquetarget,blue,7,NA,blicket,5381,TRUE
color,70,FALSE,FALSE,FALSE,uniquetarget,purple,21,NA,boti,8190,FALSE
color,70,FALSE,FALSE,FALSE,sedivy,purple,8,NA,gade,3895,FALSE
color,70,FALSE,TRUE,TRUE,sedivy,red,6,NA,zorp,4486,TRUE
color,227,TRUE,FALSE,TRUE,uniquetarget,purple,15,NA,dax,6735,TRUE
color,227,FALSE,FALSE,FALSE,uniquetarget,green,24,NA,koba,8979,FALSE
color,227,TRUE,FALSE,FALSE,sedivy,red,4,NA,quen,7335,TRUE
color,227,FALSE,FALSE,FALSE,uniquetarget,red,11,NA,flib,11612,FALSE
color,227,FALSE,FALSE,FALSE,sedivy,red,12,NA,toma,6182,FALSE
color,227,TRUE,FALSE,TRUE,uniquetarget,purple,23,NA,sprock,5885,TRUE
color,227,TRUE,FALSE,FALSE,sedivy,purple,17,NA,wug,4839,TRUE
color,227,FALSE,TRUE,TRUE,sedivy,red,20,NA,zorp,5990,FALSE
color,227,FALSE,FALSE,FALSE,sedivy,purple,2,NA,boti,6248,FALSE
color,227,TRUE,FALSE,TRUE,uniquetarget,blue,18,NA,gade,5493,FALSE
color,227,TRUE,FALSE,FALSE,sedivy,blue,10,NA,lomet,5286,TRUE
color,227,TRUE,FALSE,TRUE,uniquetarget,purple,22,NA,blicket,3465,TRUE
color,55,FALSE,TRUE,TRUE,sedivy,purple,5,NA,flib,9260,FALSE
color,55,TRUE,FALSE,FALSE,sedivy,green,8,NA,koba,8768,TRUE
color,55,TRUE,FALSE,TRUE,uniquetarget,green,24,NA,quen,3004,TRUE
color,55,FALSE,TRUE,TRUE,sedivy,red,12,NA,boti,8117,FALSE
color,55,FALSE,FALSE,FALSE,uniquetarget,purple,2,NA,blicket,6147,FALSE
color,55,FALSE,FALSE,FALSE,uniquetarget,purple,16,NA,sprock,6125,TRUE
color,55,TRUE,FALSE,FALSE,sedivy,blue,19,NA,zorp,3853,TRUE
color,55,TRUE,FALSE,TRUE,uniquetarget,purple,23,NA,wug,3757,FALSE
color,55,FALSE,TRUE,TRUE,sedivy,green,6,NA,gade,4646,TRUE
color,55,TRUE,FALSE,TRUE,uniquetarget,purple,20,NA,dax,4542,TRUE
color,55,FALSE,TRUE,TRUE,sedivy,blue,10,NA,lomet,4617,FALSE
color,55,FALSE,FALSE,FALSE,uniquetarget,green,undefined,NA,undefined,7593,FALSE
color,139,TRUE,FALSE,TRUE,uniquetarget,red,18,NA,lomet,4711,TRUE
color,139,FALSE,FALSE,FALSE,uniquetarget,purple,10,NA,boti,3416,FALSE
color,139,TRUE,FALSE,FALSE,sedivy,blue,17,NA,koba,3917,TRUE
color,139,TRUE,FALSE,FALSE,sedivy,blue,16,NA,wug,3991,TRUE
color,139,FALSE,FALSE,FALSE,uniquetarget,blue,13,NA,sprock,4347,FALSE
color,139,TRUE,FALSE,FALSE,sedivy,green,6,NA,toma,3115,FALSE
color,139,TRUE,FALSE,FALSE,sedivy,red,22,NA,gade,3660,FALSE
color,139,TRUE,FALSE,FALSE,sedivy,blue,1,NA,blicket,5762,FALSE
color,139,FALSE,TRUE,TRUE,sedivy,purple,11,NA,quen,2980,TRUE
color,139,TRUE,FALSE,TRUE,uniquetarget,red,12,NA,zorp,3274,TRUE
